;price;nroom;sqmeter;lat;long;condom;floor;tpprop;status;heating;ac;photosnum;enclass;contr;furnished;kitchen
990;2417;2;80;454.683;91.643;317;4;Intera proprieta, classe immobile signorile;Ottimo/Ristrutturato;Autonomo;Autonomo, solo freddo;20;C;Affitto, 4+4;Arredato;Cucina abitabile
991;900;1;50;454.881;915.772;100;5;Intera proprieta, classe immobile signorile;Ottimo/Ristrutturato;Autonomo;Autonomo, solo freddo;14;F;Affitto, 4+4;Arredato;Cucina abitabile
992;3600;5;180;454.791;91.997;0;2;Intera proprieta, classe immobile signorile;Buono / Abitabile;Centralizzato;NA;20;E;Affitto, 4+4;Not given;Cucina abitabile
993;3334;3;113;454.697;91.852;750;2;Intera proprieta, classe immobile signorile;Ottimo/Ristrutturato;Centralizzato;Centralizzato, solo freddo;20;A1;Affitto, 4+4;Arredato;cucina semi abitabile
994;2500;3;174;454.724;92.085;200;0;Intera proprieta, classe immobile media;Ottimo/Ristrutturato;Autonomo;Assente, solo freddo;20;G;Affitto;Parzialmente arredato;cucina angolo cottura
995;2050;3;110;45.48;91.659;350;NA;Intera proprieta, classe immobile signorile;Buono / Abitabile;Centralizzato;Autonomo, solo freddo;12;G;Affitto, 4+4;Parzialmente arredato;Cucina abitabile
996;3200;4;140;454.903;91.986;300;3;Intera proprieta, classe immobile signorile;Ottimo/Ristrutturato;Centralizzato;Centralizzato, freddo/caldo;19;A+;Affitto, 4+4;Arredato;Cucina abitabile
997;3200;4;140;454.903;91.986;300;3;Intera proprieta, classe immobile signorile;Ottimo/Ristrutturato;Centralizzato;Centralizzato, freddo/caldo;19;A+;Affitto, 4+4;Arredato;Cucina abitabile
998;2500;3;150;454.701;91.703;300;2;Intera proprieta, classe immobile signorile;Buono / Abitabile;Centralizzato;Autonomo, solo freddo;19;G;Affitto, 4+4;Parzialmente arredato;Cucina abitabile
999;1450;2;52;454.853;92.159;0;2;Intera proprieta, classe immobile signorile;Ottimo/Ristrutturato;Autonomo;Autonomo, freddo/caldo;15;C;Affitto, libero;Arredato;Cucina abitabile
1000;1700;2;80;454.676;918.409;300;2;Intera proprieta, classe immobile signorile;Buono / Abitabile;Centralizzato;Autonomo, solo freddo;20;G;Affitto, 4+4;Arredato;Cucina abitabile
1001;1500;2;72;45.462;92.216;100;8;Intera proprieta, classe immobile signorile;Ottimo/Ristrutturato;Autonomo;Autonomo;19;E;Affitto, 4+4;Arredato;Cucina a vista
1002;1250;1;55;454.519;91.966;77;NA;Intera proprieta, classe immobile signorile;Ottimo/Ristrutturato;Autonomo;Predisposizione impianto;20;G;Affitto, 4+4;Not given;Cucina abitabile
1003;1400;2;55;45.496;92.177;200;1;Intera proprieta, classe immobile media;Ottimo/Ristrutturato;Centralizzato;Assente;20;NA;Affitto, transitorio;Arredato;cucina angolo cottura
1004;3200;4;145;454.895;9.198;300;3;Intera proprieta, classe immobile signorile;Ottimo/Ristrutturato;Autonomo;Autonomo;19;A;Affitto, 4+4;Arredato;Cucina a vista
1005;1900;3;85;454.746;91.818;250;6;Intera proprieta, classe immobile signorile;Ottimo/Ristrutturato;Centralizzato;Centralizzato, freddo/caldo;20;F;Affitto, 4+4;Arredato;Cucina a vista
1006;4416;5;220;45.465;9.205;625;1;Intera proprieta, classe immobile signorile;Buono / Abitabile;Centralizzato;Predisposizione impianto;15;D;Affitto, 4+4;Not given;Cucina abitabile
1007;2166;3;110;454.595;917.942;292;NA;Intera proprieta, classe immobile media;Ottimo/Ristrutturato;Unknown;Autonomo, solo freddo;20;G;Affitto;Parzialmente arredato;Cucina abitabile
1008;2600;4;140;454.618;915.253;400;5;Intera proprieta, classe immobile signorile;Nuovo / In costruzione;Centralizzato;Autonomo, solo freddo;20;F;Affitto, 4+4;Parzialmente arredato;Cucina abitabile
1009;2400;2;50;454.543;919.838;0;0;Intera proprieta, classe immobile media;Ottimo/Ristrutturato;Autonomo;Assente, solo freddo;20;F;Affitto;Arredato;cucina angolo cottura
1010;2333;3;125;454.633;91.831;483;3;Intera proprieta, immobile di lusso;Ottimo/Ristrutturato;Centralizzato;Autonomo, solo freddo;9;G;Affitto, 4+4;Parzialmente arredato;Cucina abitabile
1011;1190;2;50;454.486;917.749;0;1;Intera proprieta;Ottimo/Ristrutturato;Autonomo;Autonomo, solo freddo;14;F;Affitto;Arredato;Cucina abitabile
1012;1900;2;42;454.671;92.018;191;1;Intera proprieta, classe immobile signorile;Ottimo/Ristrutturato;Centralizzato;Autonomo, solo freddo;20;G;Affitto;Arredato;Cucina a vista
1013;3500;4;170;454.647;9.205;362;3;Intera proprieta, classe immobile signorile;Ottimo/Ristrutturato;Centralizzato;Autonomo, solo freddo;20;E;Affitto, 4+4;Parzialmente arredato;Cucina abitabile
1014;1300;2;60;454.564;916.709;100;1;Intera proprieta, classe immobile signorile;Ottimo/Ristrutturato;Centralizzato;Assente, solo freddo;13;G;Affitto;Arredato;cucina angolo cottura
1015;3166;3;140;454.632;91.809;208;5;Intera proprieta;Buono / Abitabile;Autonomo;Autonomo, freddo/caldo;9;D;Affitto, 4+4;Not given;cucina angolo cottura
1016;2920;3;120;454.763;91.859;395;1;Intera proprieta, classe immobile signorile;Ottimo/Ristrutturato;Centralizzato;Autonomo, freddo/caldo;14;G;Affitto, 4+4;Not given;cucina semi abitabile
1017;1950;1;40;454.725;919.401;0;1;Intera proprieta, classe immobile signorile;Ottimo/Ristrutturato;Centralizzato;Autonomo, solo freddo;10;F;Affitto, transitorio;Arredato;Cucina a vista
1018;2160;2;60;454.704;91.966;340;2;Intera proprieta, classe immobile signorile;Ottimo/Ristrutturato;Centralizzato;Autonomo, solo freddo;14;G;Affitto, 4+4;Parzialmente arredato;Cucina abitabile
1019;1660;2;45;454.704;91.966;270;5;Intera proprieta, classe immobile signorile;Buono / Abitabile;Centralizzato;Autonomo, solo freddo;11;G;Affitto, 4+4;Not given;cucinotto
1020;3000;3;118;454.647;92.114;130;1;Intera proprieta, classe immobile media;Ottimo/Ristrutturato;Autonomo;Autonomo, solo freddo;20;D;Affitto;Not given;Cucina abitabile
1021;1650;1;50;454.629;918.682;250;5;Intera proprieta, classe immobile signorile;Ottimo/Ristrutturato;Centralizzato;Autonomo, solo freddo;11;B;Affitto, 4+4;Arredato;Cucina a vista
1022;2500;3;85;454.676;91.716;400;1;Intera proprieta, classe immobile signorile;Ottimo/Ristrutturato;Centralizzato;Autonomo, freddo/caldo;15;E;Affitto, 4+4;Arredato;Cucina abitabile
1023;2750;3;150;454.627;92.073;250;5;Intera proprieta, classe immobile signorile;Ottimo/Ristrutturato;Centralizzato;Autonomo, freddo/caldo;16;F;Affitto, 4+4;Parzialmente arredato;Cucina abitabile
1024;2000;3;125;454.518;91.706;600;1;Intera proprieta, classe immobile signorile;Ottimo/Ristrutturato;Centralizzato;Centralizzato, solo freddo;20;G;Affitto, libero;Arredato;Cucina a vista
1025;4000;4;120;454.692;92.122;0;1;Intera proprieta, classe immobile signorile;Ottimo/Ristrutturato;Centralizzato;Autonomo, freddo/caldo;20;E;Affitto, transitorio;Arredato;Cucina abitabile
1026;1450;1;40;454.633;918.927;50;6;Intera proprieta, classe immobile signorile;Ottimo/Ristrutturato;Centralizzato;Autonomo, solo freddo;13;F;Affitto, 4+4;Arredato;Cucina a vista
1027;2200;3;130;454.636;91.883;300;0;Intera proprieta, immobile di lusso;Ottimo/Ristrutturato;Centralizzato;Autonomo, freddo/caldo;20;G;Affitto, transitorio;Arredato;Cucina a vista
1028;10000;4;240;454.712;9.194;1000;3;Intera proprieta, classe immobile signorile;Ottimo/Ristrutturato;Centralizzato;Centralizzato, solo freddo;9;G;Affitto, 4+4;Parzialmente arredato;Cucina abitabile
1029;750;1;35;454.515;92.175;50;1;Intera proprieta, classe immobile signorile;Ottimo/Ristrutturato;Centralizzato;Assente;20;NA;Affitto, 4+4;Arredato;Cucina a vista
1030;1166;3;110;454.543;916.694;113;1;Intera proprieta, classe immobile media;Buono / Abitabile;Centralizzato;Assente;10;G;Affitto, 4+4;Not given;Cucina abitabile
1031;2050;2;110;454.818;916.452;350;NA;Intera proprieta, classe immobile media;Ottimo/Ristrutturato;Centralizzato;Autonomo, solo freddo;10;G;Affitto, 4+4;Arredato;Cucina abitabile
1032;4583;5;220;454.656;92.045;559;1;Intera proprieta, classe immobile signorile;Ottimo/Ristrutturato;Centralizzato;Autonomo, freddo/caldo;16;F;Affitto, 4+4;Not given;cucina semi abitabile
1033;2200;3;130;454.637;91.928;300;0;Intera proprieta, immobile di lusso;Ottimo/Ristrutturato;Centralizzato;Autonomo, freddo/caldo;20;F;Affitto, transitorio;Arredato;Cucina a vista
1034;1300;1;50;454.575;918.181;50;1;Intera proprieta, classe immobile media;Ottimo/Ristrutturato;Autonomo;Autonomo, solo freddo;20;E;Affitto;Arredato;cucina semi abitabile
1035;3600;5;160;454.649;91.832;500;2;Intera proprieta, immobile di lusso;Ottimo/Ristrutturato;Autonomo;Autonomo, freddo/caldo;20;NA;Affitto, 4+4;Arredato;Cucina abitabile
1036;1850;3;90;454.584;91.919;150;3;Intera proprieta, classe immobile signorile;Ottimo/Ristrutturato;Autonomo;Autonomo, freddo/caldo;20;F;Affitto, transitorio;Arredato;cucina angolo cottura
1037;1500;3;120;454.795;91.627;300;2;Intera proprieta, classe immobile signorile;Buono / Abitabile;Unknown;Autonomo, solo freddo;20;E;Affitto, 4+4;Not given;cucina semi abitabile
1038;1150;2;48;454.504;9.186;170;1;Intera proprieta, classe immobile signorile;Ottimo/Ristrutturato;Centralizzato;Autonomo, solo freddo;8;C;Affitto, 4+4;Arredato;cucina angolo cottura
1039;1000;2;53;45.454;91.585;120;6;Intera proprieta, classe immobile media;Buono / Abitabile;Centralizzato;Assente;10;G;Affitto, 4+4;Parzialmente arredato;cucinotto
1040;1350;2;78;454.553;917.824;250;5;Intera proprieta, classe immobile signorile;Ottimo/Ristrutturato;Centralizzato;Autonomo, solo freddo;13;C;Affitto, 4+4;Parzialmente arredato;cucinotto
1041;1800;2;71;454.563;91.974;250;2;Intera proprieta, classe immobile signorile;Buono / Abitabile;Centralizzato;Autonomo;20;G;Affitto;Arredato;cucina angolo cottura
1042;1800;3;105;454.479;920.516;300;4;Intera proprieta;Ottimo/Ristrutturato;Centralizzato;Autonomo, solo freddo;10;F;Affitto, 4+4;Arredato;cucina semi abitabile
1043;1500;2;65;454.501;91.798;100;0;Intera proprieta, classe immobile signorile;Ottimo/Ristrutturato;Autonomo;NA;20;D;Affitto, libero;Arredato;Cucina a vista
1044;5833;5;200;454.718;92.035;580;3;Intera proprieta, classe immobile signorile;Ottimo/Ristrutturato;Centralizzato;Autonomo, freddo/caldo;20;G;Affitto, 4+4;Parzialmente arredato;cucina semi abitabile
1045;3000;3;118;454.647;92.114;130;1;Intera proprieta, classe immobile media;Ottimo/Ristrutturato;Autonomo;Autonomo, freddo/caldo;20;D;Affitto, transitorio;Arredato;Cucina abitabile
1046;1100;2;35;454.866;91.854;100;4;Intera proprieta, classe immobile media;Ottimo/Ristrutturato;Autonomo;Autonomo, freddo/caldo;10;G;Affitto;Arredato;cucina angolo cottura
1047;2000;3;98;454.528;92.016;138;2;Intera proprieta, classe immobile signorile;Ottimo/Ristrutturato;Autonomo;Assente;8;C;Affitto, 4+4;Parzialmente arredato;cucina semi abitabile
