;price;nroom;sqmeter;lat;long;condom;floor;tpprop;status;heating;ac;photosnum;enclass;contr;furnished;kitchen
1543;2300;5;180;454.707;92.162;300;1;Intera proprieta, classe immobile signorile;Buono / Abitabile;Autonomo;Autonomo, freddo/caldo;12;G;Affitto, 4+4;Parzialmente arredato;Cucina abitabile
1544;1000;2;63;454.712;921.748;70;5;Intera proprieta, classe immobile media;Buono / Abitabile;Unknown;Assente, solo freddo;13;NA;Affitto, 4+4;Arredato;cucina angolo cottura
1545;1600;3;75;454.543;91.758;0;1;Intera proprieta, classe immobile media;Buono / Abitabile;Centralizzato;Assente, solo freddo;18;G;Affitto;Not given;none
1546;3500;2;80;454.715;91.928;400;1;Intera proprieta, immobile di lusso;Ottimo/Ristrutturato;Centralizzato;Autonomo, solo freddo;7;E;Affitto, 4+4;Arredato;Cucina abitabile
1547;1300;2;65;454.537;91.685;210;2;Intera proprieta, classe immobile signorile;Ottimo/Ristrutturato;Centralizzato;Autonomo, freddo/caldo;6;G;Affitto, libero;Arredato;Cucina abitabile
1548;2116;3;72;454.617;919.497;123;3;NA;NA;Autonomo;Assente;12;F;Affitto, 4+4;Arredato;Cucina abitabile
1549;2000;4;125;454.612;92.315;180;1;Intera proprieta, classe immobile media;Ottimo/Ristrutturato;Autonomo;Autonomo, solo freddo;18;G;Affitto, 4+4;Arredato;Cucina abitabile
1550;800;1;45;454.644;9.228;8;1;Intera proprieta, classe immobile media;Ottimo/Ristrutturato;Centralizzato;Assente;20;G;Affitto, 4+4;Arredato;Cucina abitabile
1551;1000;2;55;454.619;92.249;150;2;Intera proprieta, classe immobile media;Buono / Abitabile;Centralizzato;Autonomo, solo freddo;20;F;Affitto, 4+4;Arredato;cucina angolo cottura
1552;1200;2;60;45.465;923.068;300;1;Parziale proprieta, classe immobile media;Ottimo/Ristrutturato;Centralizzato;Autonomo, solo freddo;16;F;Affitto, 4+4;Arredato;Cucina a vista
1553;1500;3;54;454.493;918.607;0;NA;Classe immobile signorile;Buono / Abitabile;Autonomo;Assente;11;NA;Affitto, 4+4;Arredato;Cucina abitabile
1554;2800;3;115;454.607;92.055;300;1;Intera proprieta, classe immobile signorile;Ottimo/Ristrutturato;Centralizzato;Autonomo, solo freddo;17;F;Affitto;Not given;cucina angolo cottura
1555;1650;2;80;454.597;91.918;250;4;Intera proprieta, classe immobile signorile;Ottimo/Ristrutturato;Centralizzato;Autonomo, freddo/caldo;20;G;Affitto, 4+4;Arredato;Cucina abitabile
1556;1850;3;77;454.631;92.304;0;2;Intera proprieta, classe immobile signorile;Ottimo/Ristrutturato;Autonomo;NA;20;NA;Affitto, 4+4;Arredato;Cucina a vista
1557;1650;2;80;454.581;91.865;250;2;Parziale proprieta, classe immobile signorile;Ottimo/Ristrutturato;Centralizzato;Autonomo, freddo/caldo;16;G;Affitto, transitorio;Arredato;Cucina abitabile
1558;7083;5;250;454.725;91.814;666;6;Intera proprieta, classe immobile signorile;Ottimo/Ristrutturato;Autonomo;Autonomo, solo freddo;16;C;Affitto, 4+4;Parzialmente arredato;Cucina abitabile
1559;4583;4;160;454.691;9.197;300;1;Intera proprieta, classe immobile signorile;Ottimo/Ristrutturato;Autonomo;Autonomo, freddo/caldo;18;G;Affitto, 4+4;Parzialmente arredato;cucina semi abitabile
1560;3000;3;100;454.777;91.787;250;3;Intera proprieta, classe immobile signorile;Nuovo / In costruzione;Autonomo;Autonomo, solo freddo;14;F;Affitto, 4+4;Parzialmente arredato;Cucina abitabile
1561;1250;2;62;454.781;91.997;170;3;Intera proprieta, classe immobile signorile;Ottimo/Ristrutturato;Unknown;Centralizzato, freddo/caldo;13;C;Affitto, 4+4;Not given;cucina angolo cottura
1562;2200;2;100;454.466;91.639;0;0;Intera proprieta, classe immobile signorile;Ottimo/Ristrutturato;Autonomo;Autonomo, freddo/caldo;16;G;Affitto, libero;Parzialmente arredato;Cucina abitabile
1563;3200;4;145;454.903;919.856;300;NA;Classe immobile signorile;Ottimo/Ristrutturato;Unknown;Autonomo, solo freddo;19;A;Affitto;Arredato;Cucina a vista
1564;1800;3;98;454.583;9.19;300;1;Intera proprieta, classe immobile signorile;Ottimo/Ristrutturato;Centralizzato;Assente;18;C;Affitto;Not given;cucina angolo cottura
1565;1800;3;77;454.765;917.204;0;NA;Intera proprieta, classe immobile signorile;Ottimo/Ristrutturato;Centralizzato;Assente;15;G;Affitto;Parzialmente arredato;cucinotto
1566;5000;3;140;454.707;91.913;1250;6;Intera proprieta, classe immobile signorile;Ottimo/Ristrutturato;Centralizzato;Autonomo, freddo/caldo;20;F;Affitto, transitorio;Arredato;Cucina abitabile
1567;860;1;40;454.704;91.512;160;1;Intera proprieta, classe immobile economica;Buono / Abitabile;Autonomo;Assente;11;G;Affitto, 4+4;Arredato;Cucina abitabile
1568;3000;4;140;454.768;916.277;270;NA;Intera proprieta, classe immobile signorile;Buono / Abitabile;Centralizzato;Autonomo, solo freddo;18;NA;Affitto, 4+4;Arredato;Cucina abitabile
1569;1000;2;50;454.896;91.429;200;4;Intera proprieta, classe immobile signorile;Ottimo/Ristrutturato;Centralizzato;Centralizzato, freddo/caldo;20;D;Affitto, 4+4;Arredato;Cucina a vista
1570;950;1;29;454.676;91.555;100;1;Intera proprieta, classe immobile signorile;Ottimo/Ristrutturato;Autonomo;Autonomo, freddo/caldo;20;E;Affitto, 4+4;Arredato;cucina angolo cottura
1571;3200;4;145;454.903;91.986;300;3;Intera proprieta, classe immobile signorile;Ottimo/Ristrutturato;Centralizzato;Centralizzato, freddo/caldo;18;A+;Affitto, 4+4;Arredato;Cucina a vista
1572;2250;3;75;454.724;91.875;250;1;Intera proprieta, classe immobile signorile;Ottimo/Ristrutturato;Autonomo;Assente;19;G;Affitto, 4+4;Arredato;Cucina abitabile
1573;1100;1;60;45.456;91.564;150;NA;Intera proprieta, classe immobile signorile;Nuovo / In costruzione;Autonomo;Autonomo, freddo/caldo;5;B;Affitto;Arredato;Cucina a vista
1574;1150;2;78;45.471;92.341;0;2;Intera proprieta, classe immobile signorile;Buono / Abitabile;Centralizzato;NA;10;NA;Affitto, 4+4;Parzialmente arredato;Cucina abitabile
1575;1000;2;65;454.484;921.297;105;1;Intera proprieta;Buono / Abitabile;Autonomo;Assente;10;NA;Affitto, 4+4;Not given;cucina semi abitabile
1576;1600;3;100;454.659;915.506;200;NA;NA;Ottimo/Ristrutturato;Centralizzato;Autonomo, solo freddo;20;G;Affitto;Parzialmente arredato;cucinotto
1577;2650;4;120;454.814;92.082;240;6;Intera proprieta, classe immobile signorile;Ottimo/Ristrutturato;Centralizzato;Autonomo, solo freddo;17;E;Affitto, 4+4;Parzialmente arredato;Cucina abitabile
1578;2916;2;68;454.678;91.985;333;5;Intera proprieta, immobile di lusso;Ottimo/Ristrutturato;Unknown;Centralizzato, freddo/caldo;18;NA;Affitto, 4+4;Arredato;Cucina a vista
1579;3300;4;172;45.464;918.045;700;5;Intera proprieta, classe immobile signorile;Ottimo/Ristrutturato;Centralizzato;Autonomo, solo freddo;15;G;Affitto;Not given;Cucina abitabile
1580;1650;1;50;454.629;918.682;250;5;Intera proprieta, classe immobile signorile;Ottimo/Ristrutturato;Centralizzato;Autonomo, solo freddo;12;G, edificio energia quasi zero;Affitto;Arredato;Cucina abitabile
1581;1917;2;50;454.664;91.982;192;2;Intera proprieta, classe immobile signorile;Ottimo/Ristrutturato;Centralizzato;Autonomo, freddo/caldo;14;G;Affitto, 4+4;Arredato;cucina angolo cottura
1582;2500;2;75;454.753;91.851;150;6;Intera proprieta, classe immobile signorile;Ottimo/Ristrutturato;Centralizzato;Autonomo, solo freddo;7;A4;Affitto, transitorio;Arredato;Cucina abitabile
1583;2700;4;140;455.019;920.132;330;2;Intera proprieta, classe immobile signorile;Ottimo/Ristrutturato;Centralizzato;Autonomo, solo freddo;11;F;Affitto, 4+4;Arredato;Cucina abitabile
1584;750;2;45;454.528;92.184;50;5;Intera proprieta, classe immobile signorile;Ottimo/Ristrutturato;Autonomo;Autonomo, freddo/caldo;13;G;Affitto, 4+4;Arredato;Cucina a vista
1585;1700;2;50;454.737;920.914;200;1;Classe immobile media;Ottimo/Ristrutturato;Centralizzato;Autonomo, solo freddo;14;G;Affitto;Arredato;cucinotto
1586;3500;5;150;45.465;9.205;580;3;Intera proprieta, immobile di lusso;Ottimo/Ristrutturato;Centralizzato;Autonomo;16;D;Affitto, 4+4;Not given;Cucina abitabile
1587;1300;3;75;454.822;914.725;100;2;Intera proprieta, classe immobile signorile;Buono / Abitabile;Unknown;Assente;20;NA;Affitto, 4+4;Arredato;Cucina abitabile
1588;4000;4;130;454.763;918.746;500;4;Intera proprieta, classe immobile signorile;Ottimo/Ristrutturato;Centralizzato;Autonomo, solo freddo;6;E;Affitto, 4+4;Arredato;Cucina abitabile
1589;1250;2;45;454.749;92.091;80;3;Intera proprieta, classe immobile media;Buono / Abitabile;Autonomo;Autonomo, solo freddo;8;D;Affitto, 4+4;Parzialmente arredato;Cucina a vista
1590;1200;2;70;454.784;92.092;130;2;Intera proprieta, classe immobile signorile;Ottimo/Ristrutturato;Centralizzato;Assente;6;G;Affitto, 4+4;Not given;Cucina abitabile
1591;2400;4;120;45.487;915.682;415;7;Intera proprieta;Ottimo/Ristrutturato;Centralizzato;Autonomo, solo freddo;13;NA;Affitto, 4+4;Parzialmente arredato;Cucina abitabile
1592;2700;4;140;455.019;920.132;330;1;Intera proprieta, classe immobile signorile;Ottimo/Ristrutturato;Centralizzato;Autonomo, solo freddo;9;F;Affitto, 4+4;Arredato;Cucina abitabile
1593;1600;2;67;454.812;92.056;80;1;Intera proprieta, classe immobile signorile;Ottimo/Ristrutturato;Autonomo;Autonomo, freddo/caldo;20;G;Affitto, 4+4;Arredato;cucina angolo cottura
1594;2200;4;130;454.883;91.522;370;6;Intera proprieta, classe immobile signorile;Ottimo/Ristrutturato;Centralizzato;Autonomo, freddo/caldo;17;F;Affitto, 4+4;Not given;Cucina abitabile
1595;1100;2;68;45.444;92.151;0;1;Intera proprieta, classe immobile media;Ottimo/Ristrutturato;Autonomo;Assente;20;G;Affitto;Arredato;Cucina a vista
1596;1600;3;75;454.866;919.117;100;2;Intera proprieta;Ottimo/Ristrutturato;Centralizzato;Presente;9;G;Affitto;Arredato;Cucina abitabile
1597;2700;3;125;454.649;91.771;250;3;Intera proprieta, classe immobile signorile;Ottimo/Ristrutturato;Autonomo;Centralizzato, solo freddo;7;NA;Affitto, 4+4;Parzialmente arredato;cucina semi abitabile
1598;2250;3;85;454.704;91.974;270;3;Intera proprieta, classe immobile signorile;Buono / Abitabile;Centralizzato;Autonomo, solo freddo;18;G;Affitto, 4+4;Arredato;Cucina abitabile
1599;2900;5;140;454.645;919.898;500;3;Intera proprieta, classe immobile signorile;NA;Centralizzato;Autonomo, solo freddo;14;G;Affitto, 4+4;Not given;none
1600;1000;2;45;454.676;922.316;80;3;Classe immobile signorile;Ottimo/Ristrutturato;Autonomo;Assente;14;G;Affitto, 4+4;Parzialmente arredato;cucinotto
1601;1250;2;70;454.543;9.208;120;4;Intera proprieta;Buono / Abitabile;Centralizzato;Assente;18;G;Affitto, 4+4;Not given;Cucina abitabile
1602;1500;2;90;45.477;92.235;200;2;Intera proprieta, classe immobile signorile;Ottimo/Ristrutturato;Centralizzato;Autonomo, solo freddo;7;F;Affitto, transitorio;Arredato;Cucina abitabile
1603;970;1;30;454.782;92.183;230;1;Intera proprieta, classe immobile signorile;Ottimo/Ristrutturato;Centralizzato;Assente;16;G;Affitto, transitorio;Arredato;cucina angolo cottura
1604;5000;3;120;454.751;91.924;500;6;Intera proprieta, immobile di lusso;Ottimo/Ristrutturato;Centralizzato;Centralizzato;19;A;Affitto, 4+4;Arredato;Cucina a vista
1605;1150;2;55;454.577;918.096;150;2;Intera proprieta, classe immobile media;Buono / Abitabile;Autonomo;Assente;7;G;Affitto, 4+4;Arredato;Cucina a vista
1606;930;2;58;454.644;92.352;0;4;Intera proprieta, classe immobile media;Ottimo/Ristrutturato;Centralizzato;Assente;15;F;Affitto, 4+4;Arredato;Cucina a vista
1607;1150;2;50;454.704;91.511;100;1;Intera proprieta, classe immobile media;Ottimo/Ristrutturato;Autonomo;Autonomo, freddo/caldo;20;D;Affitto;Parzialmente arredato;Cucina a vista
1608;1485;2;65;454.856;916.978;0;3;Intera proprieta, classe immobile signorile;Buono / Abitabile;Autonomo;Assente, solo freddo;12;NA;Affitto;Arredato;none
1609;2700;4;142;455.017;92.017;330;2;Intera proprieta, classe immobile media;Buono / Abitabile;Autonomo;Autonomo, solo freddo;15;G;Affitto, 4+4;Arredato;Cucina abitabile
1610;1000;2;80;454.428;921.824;200;2;Intera proprieta, classe immobile signorile;Ottimo/Ristrutturato;Centralizzato;Assente;7;G;Affitto, 4+4;Arredato;Cucina abitabile
1611;1400;2;58;454.691;915.346;300;3;Intera proprieta, classe immobile signorile;Buono / Abitabile;Autonomo;Autonomo, solo freddo;7;G;Affitto, transitorio;Arredato;Cucina a vista
1612;1100;2;50;45.449;917.744;100;1;Intera proprieta, classe immobile media;Ottimo/Ristrutturato;Autonomo;Autonomo, solo freddo;7;G;Affitto, transitorio;Arredato;cucinotto
1613;1850;3;70;454.746;92.054;0;6;Intera proprieta, classe immobile signorile;Ottimo/Ristrutturato;Centralizzato;Centralizzato;20;NA;Affitto, transitorio;Arredato;cucina angolo cottura
1614;950;2;52;454.899;91.478;150;2;Intera proprieta, classe immobile signorile;Buono / Abitabile;Autonomo;Autonomo, solo freddo;20;D;Affitto, 4+4;Arredato;cucinotto
1615;1250;3;100;454.894;916.951;375;2;Intera proprieta, classe immobile media;Ottimo/Ristrutturato;Centralizzato;Assente;7;G;Affitto, 4+4;Arredato;Cucina abitabile
1616;2600;3;110;454.639;9.205;333;2;NA;Buono / Abitabile;Centralizzato;Assente, solo freddo;9;G;Affitto;Arredato;Cucina abitabile
1617;1400;2;45;454.783;918.507;200;3;Intera proprieta, classe immobile media;Ottimo/Ristrutturato;Centralizzato;Autonomo, solo freddo;12;NA;Affitto, 4+4;Arredato;Cucina a vista
1618;800;1;35;454.704;92.184;110;5;Intera proprieta, classe immobile media;Ottimo/Ristrutturato;Centralizzato;Assente;14;G;Affitto, 4+4;Arredato;Cucina a vista
1619;1300;2;50;454.652;915.504;0;NA;NA;Ottimo/Ristrutturato;Centralizzato;Autonomo, solo freddo;10;F;Affitto;Arredato;cucina angolo cottura
1620;1200;2;70;454.887;919.436;200;1;Intera proprieta, classe immobile signorile;Ottimo/Ristrutturato;Centralizzato;Autonomo, solo freddo;7;G;Affitto, 4+4;Arredato;Cucina a vista
1621;2350;4;130;454.516;9.198;300;NA;Intera proprieta;Ottimo/Ristrutturato;Centralizzato;Assente;20;E;Affitto, 4+4;Not given;Cucina abitabile
1622;1400;2;90;454.438;92.088;100;0;Intera proprieta, classe immobile media;Ottimo/Ristrutturato;Autonomo;Assente;5;F;Affitto, 4+4;Not given;Cucina abitabile
1623;1500;2;65;454.847;920.905;200;2;Intera proprieta, classe immobile media;Ottimo/Ristrutturato;Centralizzato;Autonomo, solo freddo;7;G;Affitto, 4+4;Arredato;Cucina abitabile
1624;1600;2;50;454.759;920.341;180;5;Intera proprieta, classe immobile signorile;Ottimo/Ristrutturato;Autonomo;Autonomo, solo freddo;7;G;Affitto, 4+4;Arredato;Cucina a vista
1625;6000;4;155;454.689;91.993;750;4;Intera proprieta, classe immobile signorile;Ottimo/Ristrutturato;Centralizzato;Autonomo, solo freddo;20;G;Affitto, 4+4;Not given;cucina semi abitabile
1626;1150;2;75;454.833;922.798;130;1;Intera proprieta, classe immobile signorile;Ottimo/Ristrutturato;Centralizzato;Autonomo, solo freddo;7;G;Affitto, transitorio;Arredato;Cucina abitabile
1627;1200;2;75;454.885;91.898;120;1;Intera proprieta, classe immobile signorile;Ottimo/Ristrutturato;Centralizzato;Assente;12;NA;Affitto, 4+4;Not given;Cucina abitabile
1628;2100;2;55;454.775;918.563;200;1;Intera proprieta, classe immobile media;Ottimo/Ristrutturato;Centralizzato;Autonomo, solo freddo;7;G;Affitto, 4+4;Arredato;Cucina a vista
1629;2350;3;100;454.669;91.965;375;5;Intera proprieta, classe immobile signorile;Buono / Abitabile;Centralizzato;Assente;20;G;Affitto;Not given;Cucina abitabile
1630;1650;2;60;454.681;9.209;300;1;Intera proprieta, classe immobile signorile;Ottimo/Ristrutturato;Centralizzato;Autonomo, freddo/caldo;18;E;Affitto, 4+4;Arredato;cucina angolo cottura
1631;1000;2;48;454.596;91.657;100;1;Intera proprieta, classe immobile media;Ottimo/Ristrutturato;Centralizzato;NA;12;E;Affitto, 4+4;Arredato;cucinotto
1632;3500;4;150;45.465;9.205;583;3;Intera proprieta, classe immobile signorile;Ottimo/Ristrutturato;Centralizzato;Predisposizione impianto;17;D;Affitto, 4+4;Not given;Cucina abitabile
1633;1900;3;90;454.666;92.122;150;1;Intera proprieta, classe immobile media;Buono / Abitabile;Autonomo;Autonomo, freddo/caldo;12;G;Affitto, transitorio;Arredato;Cucina abitabile
1634;1440;3;70;454.618;922.029;0;5;Intera proprieta, classe immobile media;Ottimo/Ristrutturato;Centralizzato;Assente, solo freddo;16;F;Affitto;Not given;none
1635;3400;3;140;454.684;91.776;210;5;Intera proprieta, classe immobile signorile;Ottimo/Ristrutturato;Autonomo;Autonomo;9;D;Affitto, 4+4;Parzialmente arredato;Cucina a vista
1636;4000;5;158;454.582;91.853;558;2;Intera proprieta, immobile di lusso;Ottimo/Ristrutturato;Centralizzato;Autonomo, freddo/caldo;8;G;Affitto, 4+4;Parzialmente arredato;Cucina abitabile
1637;1300;1;35;454.797;918.887;300;NA;Intera proprieta, classe immobile signorile;Ottimo/Ristrutturato;Autonomo;Autonomo, solo freddo;3;G;Affitto;Arredato;Cucina a vista
1638;1200;3;70;45.447;919.149;0;2;Classe immobile media;Ottimo/Ristrutturato;Autonomo;Assente;10;G;Affitto, 4+4;Arredato;Cucina abitabile
1639;2350;4;162;454.642;92.076;270;7;Intera proprieta, classe immobile signorile;Buono / Abitabile;Autonomo;Autonomo, freddo/caldo;15;NA;Affitto, 4+4;Not given;Cucina abitabile
1640;4583;4;220;45.465;9.205;558;2;Intera proprieta, classe immobile signorile;Ottimo/Ristrutturato;Autonomo;Autonomo, freddo/caldo;9;F;Affitto;Not given;Cucina abitabile
1641;6916;5;200;454.712;92.043;417;5;Intera proprieta, classe immobile signorile;Ottimo/Ristrutturato;Centralizzato;Autonomo, freddo/caldo;20;G;Affitto, 4+4;Not given;Cucina abitabile
1642;3000;3;95;45.462;91.864;350;6;Intera proprieta, classe immobile signorile;Ottimo/Ristrutturato;Centralizzato;Autonomo, freddo/caldo;20;G;Affitto, 4+4;Arredato;Cucina abitabile
1643;2350;3;85;454.775;91.794;100;4;Classe immobile signorile;Ottimo/Ristrutturato;Autonomo;Autonomo;11;F;Affitto;Arredato;Cucina a vista
1644;2416;2;85;454.687;91.636;316;4;Classe immobile signorile;Buono / Abitabile;Autonomo;Autonomo;9;D;Affitto;Arredato;Cucina a vista
1645;2420;2;70;454.687;91.636;316;4;Intera proprieta, immobile di lusso;Ottimo/Ristrutturato;Autonomo;Autonomo, freddo/caldo;17;C;Affitto, 4+4;Arredato;cucina semi abitabile
1646;1500;2;50;454.737;920.914;200;1;NA;Buono / Abitabile;Centralizzato;Autonomo, solo freddo;10;G;Affitto;Not given;cucinotto
1647;2800;4;110;45.452;920.107;0;1;Classe immobile media;Ottimo/Ristrutturato;Centralizzato;Assente;15;F;Affitto;Not given;cucina angolo cottura
1648;1700;3;90;45.457;91.862;250;4;Intera proprieta, classe immobile signorile;Ottimo/Ristrutturato;Centralizzato;Autonomo, freddo/caldo;14;G;Affitto, 4+4;Arredato;Cucina abitabile
1649;1200;2;60;454.855;92.126;160;3;Intera proprieta, classe immobile signorile;Buono / Abitabile;Centralizzato;Assente;8;G;Affitto, 4+4;Arredato;cucinotto
1650;1800;3;72;454.606;917.346;190;1;NA;Nuovo / In costruzione;Centralizzato;Autonomo, solo freddo;10;G;Affitto;Arredato;cucina angolo cottura
1651;2000;3;100;454.525;92.019;130;3;Intera proprieta, classe immobile signorile;Ottimo/Ristrutturato;Autonomo;Assente;20;B;Affitto, 4+4;Not given;Cucina a vista
1652;1900;4;90;454.788;92.024;200;0;Intera proprieta, classe immobile media;Ottimo/Ristrutturato;Autonomo;Autonomo, freddo/caldo;20;NA;Affitto, transitorio;Arredato;Cucina a vista
1653;4167;4;145;454.903;91.986;441;3;Intera proprieta, classe immobile signorile;Ottimo/Ristrutturato;Autonomo;Autonomo, solo freddo;19;A+;Affitto, 4+4;Arredato;Cucina abitabile
1654;1650;3;110;454.658;91.573;350;3;Intera proprieta, classe immobile signorile;Buono / Abitabile;Centralizzato;NA;7;NA;Affitto, 4+4;Parzialmente arredato;Cucina abitabile
1655;1000;2;65;454.484;9.213;105;1;Intera proprieta;Buono / Abitabile;Autonomo;Assente;9;NA;Affitto, 4+4;Not given;cucina semi abitabile
1656;2750;3;85;45.467;92.017;420;3;Intera proprieta, classe immobile signorile;Ottimo/Ristrutturato;Centralizzato;Autonomo, solo freddo;15;NA;Affitto, 4+4;Parzialmente arredato;Cucina abitabile
1657;1917;2;42;454.671;92.002;192;1;Intera proprieta, classe immobile signorile;Ottimo/Ristrutturato;Centralizzato;Autonomo, solo freddo;5;G;Affitto, 4+4;Arredato;cucina angolo cottura
1658;1500;2;70;454.846;920.876;200;NA;Classe immobile signorile;NA;Centralizzato;Autonomo, solo freddo;11;G;Affitto;Arredato;Cucina abitabile
1659;2167;2;59;454.671;92.002;258;1;Intera proprieta, classe immobile signorile;Ottimo/Ristrutturato;Centralizzato;Autonomo, solo freddo;5;G;Affitto, 4+4;Arredato;cucina angolo cottura
1660;1580;1;45;454.717;91.861;133;2;Intera proprieta, classe immobile signorile;Ottimo/Ristrutturato;Centralizzato;Autonomo, freddo/caldo;18;A;Affitto, 4+4;Arredato;cucinotto
1661;1600;2;70;454.537;91.781;300;1;Intera proprieta, classe immobile signorile;Ottimo/Ristrutturato;Autonomo;Autonomo, freddo/caldo;11;G;Affitto, 4+4;Arredato;Cucina a vista
1662;950;2;45;454.527;917.454;50;1;NA;Buono / Abitabile;Autonomo;Assente, solo freddo;8;G;Affitto;Arredato;cucina angolo cottura
1663;2200;3;70;454.804;918.326;150;5;Intera proprieta, classe immobile media;Ottimo/Ristrutturato;Autonomo;Assente, solo freddo;16;G;Affitto;Arredato;none
1664;2000;2;60;454.716;91.817;292;5;Intera proprieta, classe immobile signorile;Ottimo/Ristrutturato;Centralizzato;Autonomo, solo freddo;14;G;Affitto, 4+4;Not given;cucina angolo cottura
1665;1350;2;55;454.806;918.277;75;5;Intera proprieta, classe immobile signorile;Ottimo/Ristrutturato;Autonomo;Autonomo, solo freddo;13;G;Affitto;Parzialmente arredato;cucina angolo cottura
1666;1100;2;60;454.632;920.896;250;1;Intera proprieta, classe immobile signorile;Ottimo/Ristrutturato;Centralizzato;Autonomo, solo freddo;20;G;Affitto, 4+4;Arredato;cucina semi abitabile
1667;1200;3;90;45.486;922.951;150;4;Intera proprieta, classe immobile media;Buono / Abitabile;Centralizzato;Assente;19;F;Affitto, 4+4;Not given;Cucina abitabile
1668;1700;3;85;454.753;920.557;100;5;Intera proprieta, classe immobile signorile;Buono / Abitabile;Autonomo;Assente;8;G;Affitto, 4+4;Parzialmente arredato;cucina semi abitabile
1669;2500;5;165;454.642;91.679;525;1;Intera proprieta, classe immobile signorile;Buono / Abitabile;Centralizzato;Autonomo, solo freddo;20;E;Affitto, libero;Not given;Cucina abitabile
1670;2135;3;93;454.577;921.254;365;4;Intera proprieta, classe immobile signorile;Buono / Abitabile;Centralizzato;Assente, solo freddo;20;F;Affitto;Arredato;Cucina abitabile
1671;3500;4;220;454.555;91.845;800;NA;Intera proprieta, classe immobile signorile;Buono / Abitabile;Centralizzato;Assente;11;NA;Affitto, 4+4;Parzialmente arredato;Cucina abitabile
1672;3500;3;100;454.586;918.094;100;2;Intera proprieta;Ottimo/Ristrutturato;Autonomo;Autonomo, solo freddo;11;E;Affitto, 4+4;Not given;cucina angolo cottura
1673;2000;3;90;454.547;91.989;170;2;Intera proprieta, classe immobile signorile;Ottimo/Ristrutturato;Autonomo;Autonomo;11;G;Affitto, 4+4;Arredato;cucinotto
1674;700;2;45;454.711;923.768;100;1;NA;Buono / Abitabile;Centralizzato;Assente, solo freddo;9;G;Affitto;Arredato;cucina angolo cottura
1675;3000;3;95;454.617;918.654;350;6;Intera proprieta, classe immobile signorile;Ottimo/Ristrutturato;Centralizzato;Autonomo, solo freddo;6;G;Affitto, 4+4;Arredato;Cucina abitabile
1676;1000;1;40;454.736;9.233;0;8;Intera proprieta, classe immobile media;Buono / Abitabile;Centralizzato;Autonomo, freddo/caldo;18;G;Affitto, 4+4;Arredato;cucinotto
1677;1150;2;45;454.905;91.936;100;4;Intera proprieta, classe immobile media;Buono / Abitabile;Autonomo;Autonomo, solo freddo;6;G;Affitto;Arredato;cucinotto
1678;750;1;20;454.689;91.528;50;1;Intera proprieta, classe immobile signorile;Buono / Abitabile;Unknown;Autonomo, freddo/caldo;10;F;Affitto, 4+4;Arredato;Cucina a vista
1679;1200;2;55;454.697;92.145;200;1;Intera proprieta, classe immobile signorile;Ottimo/Ristrutturato;Autonomo;Autonomo, solo freddo;16;G;Affitto;Arredato;Cucina abitabile
1680;3500;4;200;454.646;915.063;400;4;Intera proprieta, classe immobile signorile;Ottimo/Ristrutturato;Centralizzato;Autonomo, solo freddo;20;G;Affitto, 4+4;Arredato;Cucina abitabile
1681;950;1;20;454.778;918.804;250;5;Intera proprieta, classe immobile media;Buono / Abitabile;Autonomo;Autonomo, solo freddo;11;G;Affitto, transitorio;Arredato;Cucina a vista
1682;1700;2;77;454.534;92.012;70;1;Intera proprieta, classe immobile signorile;Ottimo/Ristrutturato;Unknown;NA;20;D;Affitto, 4+4;Parzialmente arredato;Cucina abitabile
1683;1000;1;50;454.559;91.564;150;6;Intera proprieta, classe immobile signorile;Nuovo / In costruzione;Autonomo;Autonomo, freddo/caldo;8;B;Affitto;Arredato;Cucina a vista
1684;2750;3;120;454.621;920.634;250;5;Intera proprieta, classe immobile signorile;Ottimo/Ristrutturato;Centralizzato;Autonomo, solo freddo;20;G;Affitto, 4+4;Arredato;Cucina abitabile
1685;2500;2;70;454.896;9.187;100;1;Intera proprieta, classe immobile signorile;Ottimo/Ristrutturato;Autonomo;Autonomo, freddo/caldo;17;G;Affitto, 4+4;Arredato;Cucina a vista
1686;2667;3;110;454.657;920.516;334;2;Intera proprieta, classe immobile signorile;Ottimo/Ristrutturato;Centralizzato;Autonomo, solo freddo;5;G;Affitto, 4+4;Not given;Cucina abitabile
1687;3500;4;150;454.658;92.049;583;3;Intera proprieta, classe immobile signorile;Buono / Abitabile;Centralizzato;Predisposizione impianto;10;D;Affitto, 4+4;Not given;Cucina abitabile
1688;2550;3;130;454.708;91.686;195;5;Classe immobile signorile;Ottimo/Ristrutturato;Autonomo;Autonomo, freddo/caldo;20;B;Affitto;Arredato;Cucina abitabile
1689;1750;2;60;454.686;91.861;200;1;Intera proprieta, immobile di lusso;Buono / Abitabile;Centralizzato;Autonomo, solo freddo;17;NA;Affitto, 4+4;Arredato;Cucina abitabile
1690;4083;5;250;454.636;92.077;583;NA;Intera proprieta, classe immobile signorile;Buono / Abitabile;Centralizzato;Autonomo, solo freddo;20;C;Affitto, 4+4;Not given;Cucina abitabile
1691;2500;2;95;454.649;91.803;100;2;Intera proprieta, classe immobile signorile;Ottimo/Ristrutturato;Autonomo;Autonomo, freddo/caldo;3;D;Affitto, libero;Arredato;Cucina abitabile
